FID,vid,id,source,project,pcode,name,visit_date,visit,novisit_reason,geom,longitude,latitude,location_origin,prefecture,sousprefecture,commune,village,chantiers_numb,workers_numb,workers_women,workers_women_work_type,childunder15,childunder15_work_type,minerals,minerals_diamant,minerals_or,minerals_autre,production_destination,services1_name,services1_frequency,services2_name,services2_frequency,services3_name,services3_frequency,actor_type,actor1name,actor1name_frequency,actor1name_tax,actor1name_pillage,actor1name_forcedlabour,actor1name_buyminerals,actor1name_digging,actor1name_monopoly,actor2name,actor2name_frequency,actor2name_tax,actor2name_pillage,actor2name_forcedlabour,actor2name_buyminerals,actor2name_digging,actor2name_monopoly,actor3name,actor3name_frequency,actor3name_tax,actor3name_pillage,actor3name_forcedlabour,actor3name_buyminerals,actor3name_digging,actor3name_monopoly,roadblocks,roadblocks_actor,environment_water_change,environment_deforestation,conflict_category,conflict_type,accident_injured,accident_dead
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4ba5,42,89,IPIS,IPIS - TetraTech 2019,cafmine00089,Dondengue,2019/4/25,1,,POINT (16.458743 6.509567),16.458743,6.509567,Approximation,Ouham-Pendé,Bozoum,Dan-Gbabiri,Dondengue,3,220,120,"Creuser, Concasser, Laver, Transporter, Traiter",25,"Creuser, Concasser, Laver, Transporter, Traiter",Or,0,1,0,"Bozoum, Garoua Boulaï",Brigade minière (USAF),aleatoire,Services de santé,an,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",3,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4ba6,43,34,IPIS,IPIS - TetraTech 2019,cafmine00034,Péya,2019/4/26,1,,POINT (16.9743766667 5.6466116667),16.97437667,5.64661167,GPS,Ombella-M'Poko,Yaloké,Guézéli,Oko-Péya,20,350,150,"Laver, Transporter, Traiter",50,"Creuser, Laver, Transporter",Or,0,1,0,"Dombourou, Gaga, Yaloké",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4ba7,44,35,IPIS,IPIS - TetraTech 2019,cafmine00035,Oko-Péya,2019/4/26,1,,POINT (16.9546616667 5.6358883333),16.95466167,5.63588833,GPS,Ombella-M'Poko,Yaloké,Guézéli,Oko-Péya,40,1000,200,"Concasser, Laver, Transporter, Traiter",100,"Creuser, Concasser, Laver, Transporter",Or,0,1,0,"Gaga, Yaloké",Brigade minière (USAF),aleatoire,,,,,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,30,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4ba8,45,36,IPIS,IPIS - TetraTech 2019,cafmine00036,Nandombo,2019/4/26,1,,POINT (16.9715566667 5.6185366667),16.97155667,5.61853667,GPS,Ombella-M'Poko,Yaloké,Guézéli,Dombourou,30,200,120,"Laver, Transporter, Traiter",30,"Creuser, Laver, Transporter",Or,0,1,0,"Gaga, Yaloké",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4ba9,46,53,IPIS,IPIS - TetraTech 2019,cafmine00053,Lyn,2019/4/26,1,,POINT (17.5799266667 5.3748083333),17.57992667,5.37480833,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Bokoin Ferme,2,250,25,"Creuser, Creuser sous terre, Concasser, Laver, Transporter, Traiter",15,"Creuser, Laver, Traiter, Autres activités",Or,0,1,0,"Yaloké, Bossangoa",Autorités locales ou coutumières,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie et jeunes qui arrangent les routes,1,extension etayement,,,1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4baa,47,54,IPIS,IPIS - TetraTech 2019,cafmine00054,Wesse-Doli,2019/4/26,1,,POINT (17.580285 5.382555),17.580285,5.382555,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Lyn,2,300,30,"Creuser, Creuser sous terre, Laver, Traiter",50,"Creuser, Laver, Traiter",Or,0,1,0,"Bossangoa, Yaloké, Bangui, Bossembélé",Gendarmerie,aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Une barrière étatique et deux barrières informelles,1,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bab,48,90,IPIS,IPIS - TetraTech 2019,cafmine00090,Rouwé,2019/4/26,1,,POINT (16.67373 6.622774),16.67373,6.622774,Approximation,Ouham-Pendé,Bozoum,Dan-Gbabiri,Bodivo,2,200,40,"Creuser, Laver, Transporter, Traiter",80,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Bozoum,Administration des mines,aleatoire,Brigade minière (USAF),aleatoire,Autorités locales ou coutumières,mois,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits lié au vol, Conflits entre propriétaires et exploitants",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bac,49,37,IPIS,IPIS - TetraTech 2019,cafmine00037,Gbargbar,2019/4/27,1,,POINT (16.9860533333 5.5924916667),16.98605333,5.59249167,GPS,Ombella-M'Poko,Yaloké,Guézéli,Dombourou,20,200,120,"Laver, Transporter, Traiter",30,"Creuser, Laver, Transporter",Or,0,1,0,"Yaloké, Bangui, Garoua Boulaï",Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,9,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bad,50,38,IPIS,IPIS - TetraTech 2019,cafmine00038,Birao,2019/4/27,1,,POINT (16.9763066667 5.67692),16.97630667,5.67692,GPS,Ombella-M'Poko,Yaloké,Guézéli,Camp-Bangui,10,200,25,"Laver, Transporter, Traiter",40,"Creuser, Laver, Transporter",Or,0,1,0,"Gaga, Yaloké",,,,,,,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,4,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bae,51,39,IPIS,IPIS - TetraTech 2019,cafmine00039,Gbazerbaza,2019/4/27,1,,POINT (16.9692766667 5.663095),16.96927667,5.663095,GPS,Ombella-M'Poko,Yaloké,Guézéli,Camp-Bangui,30,300,40,"Laver, Transporter, Traiter",50,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Yaloké, Bangui",Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,5,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4baf,52,40,IPIS,IPIS - TetraTech 2019,cafmine00040,Ndeing Aval,2019/4/27,1,,POINT (16.984945 5.6826883333),16.984945,5.68268833,GPS,Ombella-M'Poko,Yaloké,Guézéli,Camp-Bangui,10,200,60,"Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Camp Bangui, Gaga, Yaloké",Administration des mines,aleatoire,Administration des mines,aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,6,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb0,53,55,IPIS,IPIS - TetraTech 2019,cafmine00055,Papou,2019/4/27,1,,POINT (17.5197783333 5.6673316667),17.51977833,5.66733167,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Ndjoh,3,60,9,"Creuser, Laver, Traiter",21,"Laver, Traiter",Or,0,1,0,"Bangui, Bossembélé, Bossangoa, Yaloké",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie et jeunes de la localité,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb1,54,58,IPIS,IPIS - TetraTech 2019,cafmine00058,Lima,2019/4/27,1,,POINT (15.688572 6.912671),15.688572,6.912671,Approximation,Ouham-Pendé,Bocaranga,Péndé,Dibono,2,60,35,"Laver, Transporter",10,"Laver, Transporter",Or,0,1,0,"Cameroun 2, Tchad, Nigeria",Services de santé,trois_mois,_ducation,trois_mois,,permanent,autodefense etatique groupe_arme,3R,permanent,0,1,,0,,0,FACA,,,,,,,,Anti-balaka,,,,,,,,0,,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb2,55,59,IPIS,IPIS - TetraTech 2019,cafmine00059,Barrage Bernard,2019/4/27,1,,POINT (15.773615 6.837789),15.773615,6.837789,Approximation,Ouham-Pendé,Bocaranga,Péndé,Sangami,1,200,60,"Laver, Transporter",20,"Laver, Transporter",Or,0,1,0,"Tchad, Cameroun 2, Nigeria",Autorités locales ou coutumières,permanent,Services de santé,permanent,,permanent,groupe_arme,3R,permanent,0,1,,0,,0,,,,,,,,,,,,,,,,,0,,1,etayement extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb3,56,60,IPIS,IPIS - TetraTech 2019,cafmine00060,Gbaguene,2019/4/27,1,,POINT (15.80731 6.947788),15.80731,6.947788,Approximation,Ouham-Pendé,Bocaranga,Péndé,Koupi,1,20,8,"Laver, Transporter",4,"Laver, Transporter",Or,0,1,0,"Tchad, Cameroun 2, Nigeria, Niger, Soudan",Autorités locales ou coutumières,permanent,Gendarmerie,aleatoire,,,etatique groupe_arme,3R,permanent,1,1,,0,,0,Rebelles Tchadiens,permanent,1,,1,1,1,1,,,,,,,,,0,,1,etayement extension,"Conflit lié _ l__xploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits lié au vol, Conflits avec éleveurs, Litige de propriété entre chantiers sur le même site, Conflit entre assureurs et artisans, Conflits avec des groupes armés non-étatiques",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb4,57,91,IPIS,IPIS - TetraTech 2019,cafmine00091,Mbèhya,2019/4/27,1,,POINT (16.216823 6.156717),16.216823,6.156717,Approximation,Ouham-Pendé,Bossemtélé,Binon,Bouforo,2,400,250,"Creuser, Laver, Transporter, Traiter",50,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Bozoum,Administration des mines,aleatoire,Brigade minière (USAF),aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,"Conflit lié _ l__xploitation artisanale, Conflit avec des sociétés minières","Conflits de limites, Litige de propriété du site avec d'autres activités, Litige de propriété entre chantiers sur le même site, Conflits entre propriétaires et exploitants",2,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb5,58,92,IPIS,IPIS - TetraTech 2019,cafmine00092,Nabédouï,2019/4/27,1,,POINT (16.220401 6.167299),16.220401,6.167299,Approximation,Ouham-Pendé,Bossemtélé,Binon,Boforo,2,26,7,"Laver, Transporter, Traiter",3,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Bozoum,Brigade minière (USAF),trois_mois,Services de santé,an,Administration des mines,trois_mois,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,chauffage extension,,,1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb6,59,93,IPIS,IPIS - TetraTech 2019,cafmine00093,Mbèya_2,2019/4/27,1,,POINT (16.222315 6.17627),16.222315,6.17627,Approximation,Ouham-Pendé,Bozoum,Birvan-Bolé,Biforo,1,200,120,"Laver, Transporter, Traiter",35,"Laver, Transporter, Traiter",Or,0,1,0,Bozoum,Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,chauffage extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb7,60,41,IPIS,IPIS - TetraTech 2019,cafmine00041,Péya Camp-Bangui,2019/4/28,1,,POINT (17.016485 5.6746583333),17.016485,5.67465833,GPS,Ombella-M'Poko,Yaloké,Guézéli,Camp-Bangui,10,600,200,"Laver, Transporter, Traiter",100,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,Yaloké,Administration des mines,aleatoire,Brigade minière (USAF),aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension etayement,Conflit avec des sociétés minières,"Litige de propriété du site avec d'autres activités, Conflit avec la société Chinoise HW LEPO qui a engendré 1 blessé grave suite _ une balle perdue tirée par un FACA. Le FACA _ son tour est battu _ mort par la population",5,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb8,61,42,IPIS,IPIS - TetraTech 2019,cafmine00042,Ban Camp-Bangui,2019/4/28,1,,POINT (17.0505716667 5.6819683333),17.05057167,5.68196833,GPS,Ombella-M'Poko,Yaloké,Guézéli,Camp-Bangui,30,300,150,"Laver, Transporter, Traiter",30,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Gaga, Yaloké",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,100,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bb9,62,43,IPIS,IPIS - TetraTech 2019,cafmine00043,Zoué,2019/4/28,1,,POINT (16.988903 5.659606),16.988903,5.659606,Approximation,Ombella-M'Poko,Yaloké,Guézéli,Zoué,15,80,30,"Creuser, Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Yaloké, Zoué, Camp Bangui",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,2,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bba,63,44,IPIS,IPIS - TetraTech 2019,cafmine00044,Gbolon,2019/4/28,1,,POINT (17.0011383333 5.7034633333),17.00113833,5.70346333,GPS,Ombella-M'Poko,Yaloké,Guézéli,Zoué,15,200,60,"Creuser, Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Camp Bangui, Gaga, Yaloké",Brigade minière (USAF),aleatoire,Autorités locales ou coutumières,aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,1,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bbb,64,56,IPIS,IPIS - TetraTech 2019,cafmine00056,Pk12,2019/4/28,1,,POINT (17.4126616667 5.7114333333),17.41266167,5.71143333,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,45km De Ndjoh,1,5,2,"Creuser, Laver, Traiter",0,,Or,0,1,0,"Ndjo, Banda, Bossangoa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bbc,65,57,IPIS,IPIS - TetraTech 2019,cafmine00057,Zu-Ndjoh,2019/4/28,1,,POINT (17.3707133333 5.71794),17.37071333,5.71794,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Banda 67km De Ndjoh,6,150,10,"Laver, Traiter",15,"Creuser, Laver, Traiter",Or,0,1,0,"Ndjo, Bossangoa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bbd,66,45,IPIS,IPIS - TetraTech 2019,cafmine00045,Zoué,2019/4/29,1,,POINT (16.9666666667 5.725035),16.96666667,5.725035,GPS,Ombella-M'Poko,Yaloké,Guézéli,Zoué,15,70,30,"Laver, Transporter, Traiter",20,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Yaloké, Garoua Boulaï",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,2,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bbe,67,46,IPIS,IPIS - TetraTech 2019,cafmine00046,Camp-Atrone,2019/4/29,1,,POINT (17.0020683333 5.7375083333),17.00206833,5.73750833,GPS,Ombella-M'Poko,Yaloké,Guézéli,Zoué,10,200,100,"Laver, Transporter, Traiter",25,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Zoué, Garoua Boulaï",Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,3,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bbf,68,47,IPIS,IPIS - TetraTech 2019,cafmine00047,Mbèrè,2019/4/29,1,,POINT (16.94697 5.8286116667),16.94697,5.82861167,GPS,Ombella-M'Poko,Yaloké,Guézéli,Gbabé,10,150,80,"Laver, Transporter",20,"Creuser, Laver, Transporter",Or,0,1,0,"Carrefour, Camp Bangui",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,50,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc0,69,48,IPIS,IPIS - TetraTech 2019,cafmine00048,Mbèrè-Moussa,2019/4/29,1,,POINT (16.9703483333 5.76075),16.97034833,5.76075,GPS,Ombella-M'Poko,Yaloké,Guézéli,Gbabé,20,100,30,"Laver, Transporter",0,,Or,0,1,0,"Bangui, Garoua Boulaï",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,2,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc1,70,61,IPIS,IPIS - TetraTech 2019,cafmine00061,Yewere,2019/4/29,1,,POINT (15.703364 6.768129),15.703364,6.768129,Approximation,Ouham-Pendé,Bocaranga,Péndé,Moundji,1,23,8,"Laver, Transporter",2,"Laver, Transporter",Or,0,1,0,Garoua Boulaï,,,,,,,groupe_arme,3R,permanent,0,0,,0,,0,,,,,,,,,,,,,,,,,0,,1,extension etayement,Conflit avec des acteurs extérieurs au site,Conflits avec des groupes armés non-étatiques,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc2,71,62,IPIS,IPIS - TetraTech 2019,cafmine00062,Ngorohoul,2019/4/29,1,,POINT (15.632206 6.771521),15.632206,6.771521,Approximation,Ouham-Pendé,Bocaranga,Péndé,Moundji,1,45,20,"Laver, Transporter",10,"Laver, Transporter",Or,0,1,0,Garoua Boulaï,,,,,,,groupe_arme,3R,permanent,0,0,,0,,0,,,,,,,,,,,,,,,,,0,,1,extension etayement,Conflit avec des acteurs extérieurs au site,Conflits avec des groupes armés non-étatiques,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc3,72,64,IPIS,IPIS - TetraTech 2019,cafmine00064,Moboma,2019/4/29,1,,POINT (17.8639533333 3.67517),17.86395333,3.67517,GPS,Lobaye,Mbaïki,Moboma,Moboma,10,2000,10,"Laver, Transporter, Autres activités",100,"Laver, Traiter",Or,0,1,0,"Bagandou, Bangui, Dubaï",Brigade minière (USAF),aleatoire,Administration des mines,aleatoire,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension chauffage etayement,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Litige de propriété entre chantiers sur le même site",30,4
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc4,73,69,IPIS,IPIS - TetraTech 2019,cafmine00069,Koyalet,2019/4/29,1,,POINT (17.6452133333 5.2675533333),17.64521333,5.26755333,GPS,Nana-Mambéré,Baoro,Bawi Tédoa,Ngombou,4,27,4,"Laver, Traiter",8,Laver,Diamant,1,0,0,"Bouar, Baoro, Bangui",Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Barrière formelle,1,etayement chauffage extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc5,74,94,IPIS,IPIS - TetraTech 2019,cafmine00094,Yakouma,2019/4/29,1,,POINT (16.301723 6.2524083),16.301723,6.2524083,Approximation,Ouham-Pendé,Bossemtélé,Binon,Kparé,6,90,50,"Creuser, Laver, Transporter, Traiter",25,"Laver, Transporter, Traiter",Or,0,1,0,Bozoum,Brigade minière (USAF),mois,Administration des mines,an,Services de santé,aleatoire,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",2,4
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc6,75,95,IPIS,IPIS - TetraTech 2019,cafmine00095,Yabossio_1,2019/4/29,1,,POINT (16.305245 6.240995),16.305245,6.240995,Approximation,Ouham-Pendé,Bossemtélé,Binon,Kparé,2,200,120,"Laver, Transporter, Traiter",30,"Laver, Transporter, Traiter",Or,0,1,0,Bozoum,Brigade minière (USAF),aleatoire,Administration des mines,trois_mois,Services de santé,aleatoire,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,etayement extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",5,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc7,76,96,IPIS,IPIS - TetraTech 2019,cafmine00096,Yabossio_2,2019/4/29,1,,POINT (16.302168 6.237519),16.302168,6.237519,Approximation,Ouham-Pendé,Bossemtélé,Binon,Kparé,3,60,32,"Laver, Transporter, Traiter",12,"Laver, Transporter, Traiter",Or,0,1,0,Bozoum,Administration des mines,trois_mois,Brigade minière (USAF),aleatoire,Services de santé,aleatoire,etatique,FACA,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,extension chauffage,Conflit lié _ l__xploitation artisanale,"Conflits de limites, Conflits lié au vol, Conflits concernant le partage des gains, Conflits entre propriétaires et exploitants",0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc8,77,97,IPIS,IPIS - TetraTech 2019,cafmine00097,Ihnakparé,2019/4/29,0,distance,POINT (16.33924 6.16084),16.33924,6.16084,Approximation,Ouham-Pendé,Bossemtélé,Binon,Kparé,3,7,4,"Laver, Transporter, Traiter",0,,"Diamant, Or",1,1,0,Bozoum,Autorités locales ou coutumières,mois,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Gendarmerie,0,etayement chauffage extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bc9,78,120,IPIS,IPIS - TetraTech 2019,cafmine00120,Gbassa Tangue,2019/4/29,0,autre,POINT (17.6097066667 5.6295016667),17.60970667,5.62950167,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Yadama,7,30,20,"Creuser, Creuser sous terre, Laver, Transporter, Traiter",5,"Creuser, Laver, Traiter","Diamant, Or",1,1,0,"Bossangoa, Ndjo",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Personnes qui arrangent les route dégradées,0,extension etayement,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bca,79,49,IPIS,IPIS - TetraTech 2019,cafmine00049,Cflt Ban-Zoué,2019/4/30,1,,POINT (17.0123116667 5.7551216667),17.01231167,5.75512167,GPS,Ombella-M'Poko,Yaloké,Guézéli,Carrefour,50,1500,500,"Laver, Transporter, Traiter",200,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Bangui, Garoua Boulaï",Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,2,1
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bcb,80,50,IPIS,IPIS - TetraTech 2019,cafmine00050,Gbabé,2019/4/30,1,,POINT (16.9904883333 5.75697),16.99048833,5.75697,GPS,Ombella-M'Poko,Yaloké,Guézéli,Carrefour,40,1100,300,"Creuser, Laver, Transporter, Traiter",80,"Creuser, Laver, Transporter, Traiter",Or,0,1,0,"Yaloké, Bangui, Garoua Boulaï",Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,3,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bcc,81,52,IPIS,IPIS - TetraTech 2019,cafmine00052,Kpoï,2019/4/30,1,,POINT (17.58686 5.556605),17.58686,5.556605,GPS,Ombella-M'Poko,Bossembélé,Bossembélé,Ngata,1,55,20,"Creuser, Laver, Transporter, Traiter",12,"Laver, Traiter",Or,0,1,0,"Ndjo, Bossangoa",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,etayement extension chauffage,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bcd,82,63,IPIS,IPIS - TetraTech 2019,cafmine00063,Béké,2019/4/30,1,,POINT (15.771245 6.765809),15.771245,6.765809,Approximation,Ouham-Pendé,Bocaranga,Péndé,Sangami,1,25,15,"Laver, Transporter",3,"Laver, Transporter",Or,0,1,0,Mbai Mboum,,,,,,,groupe_arme,3R,permanent,0,1,,,,1,,,,,,,,,,,,,,,,,0,,1,extension etayement,Conflit avec des acteurs extérieurs au site,Conflits avec des groupes armés non-étatiques,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bce,83,65,IPIS,IPIS - TetraTech 2019,cafmine00065,Lobe,2019/4/30,1,,POINT (17.8033266667 3.7367383333),17.80332667,3.73673833,GPS,Lobaye,Mbaïki,Moboma,Bongomba,3,20,0,,0,,"Diamant, Or",1,1,0,"Bagandou, Bangui",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,extension,,,0,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bcf,84,66,IPIS,IPIS - TetraTech 2019,cafmine00066,Zingawele-Lobaye,2019/4/30,1,,POINT (17.8023783333 3.7646866667),17.80237833,3.76468667,GPS,Lobaye,Mbaïki,Moboma,Lago,1,52,0,,0,,"Diamant, Or",1,1,0,Bangui,Brigade minière (USAF),aleatoire,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,extension chauffage,,,2,0
caf_mines_curated_all_opendata_p_ipis.fid--35544b23_18ea50370ca_4bd0,85,98,IPIS,IPIS - TetraTech 2019,cafmine00098,Beguida,2019/4/30,1,,POINT (16.429309 6.458565),16.429309,6.458565,Approximation,Ouham-Pendé,Bozoum,Kouazo,Betara,5,170,70,"Creuser, Laver, Transporter, Traiter",15,"Laver, Transporter, Traiter","Diamant, Or",1,1,0,Bozoum,Gendarmerie,aleatoire,Brigade minière (USAF),aleatoire,Services de santé,aleatoire,0,,,,,,,,,,,,,,,,,,,,,,,,,1,"Gendarmerie, police, Eaux et Forêts",1,etayement chauffage extension,"Conflit lié _ l__xploitation artisanale, Conflit avec des acteurs extérieurs au site","Conflits lié au vol, Conflits avec éleveurs, Conflits entre propriétaires et exploitants",5,0
